spread_favorite,team_favorite_id,schedule_week,team_home,team_away,score_away,score_home,home_win,home_favorite,mov,cover,home_qb,away_qb,qb_getting_points,did_they_cover
-9.0,KC,1,KC,HOU,20,34,True,True,14,KC,0.188,0.134,False,True
-1.0,SEA,1,ATL,SEA,38,25,False,False,13,SEA,0.126,0.142,False,True
-7.0,BAL,1,BAL,CLE,6,38,True,True,32,BAL,0.14,0.068,False,True
-6.5,BUF,1,BUF,NYJ,17,27,True,True,10,BUF,0.037000000000000005,0.038,True,False
-3.0,LVR,1,CAR,LV,34,30,False,False,4,LV,0.068,0.067,True,False
-2.5,DET,1,DET,CHI,27,23,False,True,4,CHI,0.07400000000000001,0.052000000000000005,False,False
-2.5,MIN,1,MIN,GB,43,34,False,True,9,GB,0.107,0.149,True,True
-7.0,NE,1,NE,MIA,11,21,True,True,10,NE,0.078,0.075,False,True
-3.5,NO,1,NO,TB,23,34,True,True,11,NO,0.16,0.14300000000000002,False,True
-6.5,SF,1,SF,ARI,24,20,False,True,4,ARI,0.139,0.055999999999999994,False,False
-5.5,PIT,1,NYG,PIT,26,16,False,False,10,PIT,0.039,0.13699999999999998,False,True
-5.5,CHI,2,CHI,NYG,13,17,True,True,4,NYG,0.052000000000000005,0.039,False,False
-3.5,DAL,2,DAL,ATL,39,40,True,True,1,ATL,0.11199999999999999,0.126,True,True
-6.0,GB,2,GB,DET,21,42,True,True,21,GB,0.149,0.07400000000000001,False,True
-7.0,BAL,2,HOU,BAL,33,16,False,False,17,BAL,0.134,0.14,False,True
-3.0,IND,2,IND,MIN,11,28,True,True,17,IND,0.139,0.107,False,True
-5.5,BUF,2,MIA,BUF,31,28,False,False,3,MIA,0.075,0.037000000000000005,True,True
-7.0,SF,2,NYJ,SF,31,13,False,False,18,SF,0.038,0.139,False,True
-6.5,PIT,2,PIT,DEN,21,26,True,True,5,DEN,0.13699999999999998,0.028999999999999998,False,False
-4.0,SEA,2,SEA,NE,30,35,True,True,5,SEA,0.142,0.078,False,True
-8.0,TB,2,TB,CAR,17,31,True,True,14,TB,0.14300000000000002,0.068,False,True
-5.5,NO,2,LV,NO,24,34,True,False,10,LV,0.067,0.16,False,False
-5.5,ARI,3,ARI,DET,26,23,False,True,3,DET,0.055999999999999994,0.07400000000000001,True,True
-3.0,ATL,3,ATL,CHI,30,26,False,True,4,CHI,0.126,0.06,False,False
-6.0,TB,3,DEN,TB,28,10,False,False,18,TB,0.028999999999999998,0.14300000000000002,False,True
-11.5,IND,3,IND,NYJ,7,36,True,True,29,IND,0.139,0.038,False,True
-2.5,TEN,3,MIN,TEN,31,30,False,False,1,MIN,0.107,0.07,True,True
-6.5,NE,3,NE,LV,20,36,True,True,16,NE,0.078,0.067,False,True
-3.0,NO,3,NO,GB,37,30,False,True,7,GB,0.16,0.149,False,False
-3.0,SF,3,NYG,SF,36,9,False,False,27,SF,0.039,0.113,False,True
-4.0,PIT,3,PIT,HOU,21,28,True,True,7,PIT,0.13699999999999998,0.134,False,True
-5.0,SEA,3,SEA,DAL,31,38,True,True,7,SEA,0.142,0.11199999999999999,False,True
-3.0,BAL,3,BAL,KC,34,20,False,True,14,KC,0.14,0.188,True,True
-3.0,ARI,4,CAR,ARI,21,31,True,False,10,CAR,0.068,0.055999999999999994,True,True
-3.0,IND,4,CHI,IND,19,11,False,False,8,IND,0.06,0.139,False,True
-3.5,DAL,4,DAL,CLE,49,38,False,True,11,CLE,0.11199999999999999,0.068,False,False
-3.0,NO,4,DET,NO,35,29,False,False,6,NO,0.07400000000000001,0.16,False,True
-3.5,HOU,4,HOU,MIN,31,23,False,True,8,MIN,0.134,0.107,False,False
-3.0,BUF,4,LV,BUF,30,23,False,False,7,BUF,0.067,0.037000000000000005,True,False
-5.5,SEA,4,MIA,SEA,31,23,False,False,8,SEA,0.075,0.142,False,True
-7.5,SF,4,SF,PHI,25,20,False,True,5,PHI,0.113,0.09300000000000001,False,False
-7.0,GB,4,GB,ATL,16,30,True,True,14,GB,0.149,0.126,False,True
-7.0,KC,4,KC,NE,10,26,True,True,16,KC,0.188,0.027000000000000003,False,True
-3.5,TB,5,CHI,TB,19,20,True,False,1,CHI,0.06,0.14300000000000002,False,False
-2.5,ATL,5,ATL,CAR,23,16,False,True,7,CAR,0.126,0.068,False,False
-1.0,CLE,5,CLE,IND,23,32,True,True,9,CLE,0.068,0.139,True,False
-8.0,DAL,5,DAL,NYG,34,37,True,True,3,NYG,0.11199999999999999,0.039,False,False
-5.5,HOU,5,HOU,JAX,14,30,True,True,16,HOU,0.134,0.03,False,True
-10.5,KC,5,KC,LV,40,32,False,True,8,LV,0.188,0.067,False,False
-7.0,ARI,5,NYJ,ARI,30,10,False,False,20,ARI,0.068,0.055999999999999994,True,False
-7.0,PIT,5,PIT,PHI,29,38,True,True,9,PIT,0.13699999999999998,0.09300000000000001,False,True
-7.5,SF,5,SF,MIA,43,17,False,True,26,MIA,0.139,0.075,False,False
-6.5,SEA,5,SEA,MIN,26,27,True,True,1,MIN,0.142,0.107,False,False
-3.5,BUF,5,TEN,BUF,16,42,True,False,26,TEN,0.07,0.037000000000000005,True,True
-1.5,CAR,6,CAR,CHI,23,16,False,True,7,CHI,0.068,0.06,False,False
-3.0,DET,6,JAX,DET,34,16,False,False,18,DET,0.03,0.07400000000000001,False,True
-9.0,MIA,6,MIA,NYJ,0,24,True,True,24,MIA,0.075,0.068,False,True
-4.0,MIN,6,MIN,ATL,40,23,False,True,17,ATL,0.107,0.126,True,True
-2.5,NYG,6,NYG,WAS,19,20,True,True,1,WAS,0.039,0.051,True,True
-10.0,BAL,6,PHI,BAL,30,28,False,False,2,PHI,0.09300000000000001,0.14,False,False
-3.0,PIT,6,PIT,CLE,7,38,True,True,31,PIT,0.13699999999999998,0.068,False,True
-1.0,GB,6,TB,GB,10,38,True,False,28,TB,0.14300000000000002,0.149,False,False
-3.5,TEN,6,TEN,HOU,36,42,True,True,6,TEN,0.07,0.134,True,False
-5.0,KC,6,BUF,KC,26,17,False,False,9,KC,0.037000000000000005,0.188,False,True
-1.0,ARI,6,DAL,ARI,38,10,False,False,28,ARI,0.08,0.055999999999999994,True,False
-4.5,PHI,7,PHI,NYG,21,22,True,True,1,NYG,0.09300000000000001,0.039,False,False
-3.5,SEA,7,ARI,SEA,34,37,True,False,3,ARI,0.055999999999999994,0.142,False,False
-2.0,ATL,7,ATL,DET,23,22,False,True,1,DET,0.126,0.07400000000000001,False,False
-3.0,GB,7,HOU,GB,35,20,False,False,15,GB,0.134,0.149,False,True
-3.5,TB,7,LV,TB,45,20,False,False,25,TB,0.067,0.14300000000000002,False,True
-3.0,NE,7,NE,SF,33,6,False,True,27,SF,0.078,0.139,True,True
-6.5,NO,7,NO,CAR,24,27,True,True,3,CAR,0.16,0.068,False,False
-10.0,BUF,7,NYJ,BUF,18,10,False,False,8,NYJ,0.038,0.037000000000000005,True,True
-1.0,TEN,7,TEN,PIT,27,24,False,True,3,PIT,0.07,0.13699999999999998,True,True
-1.0,WAS,7,WAS,DAL,3,25,True,True,22,WAS,0.051,0.08,True,False
-2.0,CAR,8,CAR,ATL,25,17,False,True,8,ATL,0.068,0.126,True,True
-4.0,BAL,8,BAL,PIT,28,24,False,True,4,PIT,0.14,0.13699999999999998,False,False
-4.5,BUF,8,BUF,NE,21,24,True,True,3,NE,0.037000000000000005,0.078,True,True
-4.0,NO,8,CHI,NO,26,23,False,False,3,CHI,0.06,0.16,False,False
-1.5,CLE,8,CLE,LV,16,6,False,True,10,LV,0.068,0.067,False,False
-3.0,IND,8,DET,IND,41,21,False,False,20,IND,0.07400000000000001,0.139,False,True
-6.5,GB,8,GB,MIN,28,22,False,True,6,MIN,0.149,0.107,False,False
-19.5,KC,8,KC,NYJ,9,35,True,True,26,KC,0.188,0.038,False,True
-3.0,SEA,8,SEA,SF,27,37,True,True,10,SEA,0.142,0.139,False,True
-12.5,TB,8,NYG,TB,25,23,False,False,2,NYG,0.039,0.14300000000000002,False,False
-7.5,GB,9,SF,GB,34,17,False,False,17,GB,0.113,0.149,False,True
-3.0,SEA,9,BUF,SEA,34,44,True,False,10,BUF,0.037000000000000005,0.142,False,False
-1.0,BAL,9,IND,BAL,24,10,False,False,14,BAL,0.139,0.14,False,True
-10.0,KC,9,KC,CAR,31,33,True,True,2,CAR,0.188,0.068,False,False
-4.0,MIN,9,MIN,DET,20,34,True,True,14,MIN,0.107,0.07400000000000001,False,True
-4.0,TB,9,TB,NO,38,3,False,True,35,NO,0.14300000000000002,0.16,True,True
-6.5,TEN,9,TEN,CHI,17,24,True,True,7,TEN,0.07,0.06,False,True
-2.5,WAS,9,WAS,NYG,23,20,False,True,3,NYG,0.08,0.039,False,False
-9.5,NE,9,NYJ,NE,30,27,False,False,3,NYJ,0.068,0.078,False,False
-1.0,TEN,10,TEN,IND,34,17,False,True,17,IND,0.07,0.139,True,True
-2.5,ARI,10,ARI,BUF,30,32,True,True,2,BUF,0.055999999999999994,0.037000000000000005,False,False
-6.0,TB,10,CAR,TB,46,23,False,False,23,TB,0.068,0.14300000000000002,False,True
-4.0,CLE,10,CLE,HOU,7,10,True,True,3,HOU,0.068,0.134,True,True
-7.0,BAL,10,NE,BAL,17,23,True,False,6,NE,0.078,0.14,False,False
-9.5,NO,10,NO,SF,13,27,True,True,14,NO,0.16,0.113,False,True
-4.0,PHI,10,NYG,PHI,17,27,True,False,10,NYG,0.039,0.09300000000000001,False,False
-3.0,MIN,10,CHI,MIN,19,13,False,False,6,MIN,0.06,0.107,False,True
-3.0,SEA,11,SEA,ARI,21,28,True,True,7,SEA,0.142,0.055999999999999994,False,True
-6.0,BAL,11,BAL,TEN,30,24,False,True,6,TEN,0.14,0.07,False,False
-3.0,CLE,11,CLE,PHI,17,22,True,True,5,CLE,0.068,0.09300000000000001,True,False
-2.5,NE,11,HOU,NE,20,27,True,False,7,HOU,0.134,0.078,True,True
-1.5,IND,11,IND,GB,31,34,True,True,3,IND,0.139,0.149,True,False
-7.5,KC,11,LV,KC,35,31,False,False,4,LV,0.067,0.188,False,False
-7.0,MIN,11,MIN,DAL,31,28,False,True,3,DAL,0.107,0.08,False,False
-3.0,DAL,12,DAL,WAS,41,16,False,True,25,WAS,0.08,0.08,False,False
-3.0,HOU,12,DET,HOU,41,25,False,False,16,HOU,0.07400000000000001,0.134,False,True
-3.0,LVR,12,ATL,LV,6,43,True,False,37,ATL,0.126,0.067,True,True
-9.5,GB,12,GB,CHI,25,41,True,True,16,GB,0.149,0.052000000000000005,False,True
-3.0,IND,12,IND,TEN,45,26,False,True,19,TEN,0.139,0.07,False,False
-7.0,CLE,12,JAX,CLE,27,25,False,False,2,JAX,0.04,0.068,False,False
-3.0,MIN,12,MIN,CAR,27,28,True,True,1,CAR,0.107,0.068,False,False
-2.0,ARI,12,NE,ARI,17,20,True,False,3,NE,0.078,0.055999999999999994,True,True
-7.0,MIA,12,NYJ,MIA,20,3,False,False,17,MIA,0.038,0.075,False,True
-3.5,KC,12,TB,KC,27,24,False,False,3,TB,0.14300000000000002,0.188,False,False
-6.5,SEA,12,PHI,SEA,23,17,False,False,6,PHI,0.09300000000000001,0.142,False,False
-3.0,CHI,13,CHI,DET,34,30,False,True,4,DET,0.052000000000000005,0.07400000000000001,True,True
-8.5,GB,13,GB,PHI,16,30,True,True,14,GB,0.149,0.09300000000000001,False,True
-3.5,IND,13,HOU,IND,26,20,False,False,6,IND,0.134,0.139,False,True
-10.0,MIN,13,MIN,JAX,24,27,True,True,3,JAX,0.107,0.04,False,False
-7.5,LVR,13,NYJ,LV,31,28,False,False,3,NYJ,0.038,0.067,False,False
-11.0,SEA,13,SEA,NYG,17,12,False,True,5,NYG,0.142,0.038,False,False
-3.5,TEN,13,TEN,CLE,41,35,False,True,6,CLE,0.07,0.068,False,False
-6.0,PIT,13,PIT,WAS,23,17,False,True,6,WAS,0.13699999999999998,0.08,False,False
-1.5,SF,13,SF,BUF,34,24,False,True,10,BUF,0.113,0.037000000000000005,False,False
-8.5,BAL,13,BAL,DAL,17,34,True,True,17,BAL,0.14,0.08,False,True
-2.0,BUF,14,BUF,PIT,15,26,True,True,11,BUF,0.037000000000000005,0.13699999999999998,True,False
-1.0,HOU,14,CHI,HOU,7,36,True,False,29,CHI,0.052000000000000005,0.134,False,False
-9.0,GB,14,DET,GB,31,24,False,False,7,DET,0.07400000000000001,0.149,False,False
-7.5,TEN,14,JAX,TEN,31,10,False,False,21,TEN,0.04,0.07,False,True
-2.5,IND,14,LV,IND,44,27,False,False,17,IND,0.067,0.139,False,True
-3.0,ARI,14,NYG,ARI,26,7,False,False,19,ARI,0.039,0.055999999999999994,False,True
-3.0,SF,14,SF,WAS,23,15,False,True,8,WAS,0.113,0.08,False,False
-16.5,SEA,14,SEA,NYJ,3,40,True,True,37,SEA,0.142,0.038,False,True
-7.0,TB,14,TB,MIN,14,26,True,True,12,TB,0.14300000000000002,0.107,False,True
-3.0,BAL,14,CLE,BAL,47,42,False,False,5,BAL,0.068,0.14,False,True
-9.0,GB,15,GB,CAR,16,24,True,True,8,CAR,0.149,0.068,False,False
-6.0,TB,15,ATL,TB,31,27,False,False,4,ATL,0.126,0.14300000000000002,False,False
-12.5,BAL,15,BAL,JAX,14,40,True,True,26,BAL,0.14,0.03,False,True
-4.0,SF,15,DAL,SF,33,41,True,False,8,DAL,0.08,0.113,False,False
-7.5,IND,15,IND,HOU,20,27,True,True,7,HOU,0.139,0.134,False,False
-3.0,MIN,15,MIN,CHI,33,27,False,True,6,CHI,0.107,0.052000000000000005,False,False
-2.5,KC,15,NO,KC,32,29,False,False,3,KC,0.16,0.188,False,True
-6.5,CLE,15,NYG,CLE,20,6,False,False,14,CLE,0.038,0.068,False,True
-8.5,TEN,15,TEN,DET,25,46,True,True,21,TEN,0.07,0.07400000000000001,True,False
-6.5,NO,16,NO,MIN,33,52,True,True,19,NO,0.16,0.107,False,True
-6.0,ARI,16,ARI,SF,20,12,False,True,8,SF,0.055999999999999994,-0.01,False,False
-2.5,MIA,16,LV,MIA,26,25,False,False,1,LV,0.067,0.075,False,False
-9.5,BAL,16,BAL,NYG,13,27,True,True,14,BAL,0.14,0.039,False,True
-3.0,GB,16,GB,TEN,14,40,True,True,26,GB,0.149,0.07,False,True
-9.5,CHI,16,JAX,CHI,41,17,False,False,24,CHI,0.04,0.052000000000000005,False,True
-11.0,KC,16,KC,ATL,14,17,True,True,3,ATL,0.188,0.126,False,False
-6.5,CLE,16,NYJ,CLE,16,23,True,False,7,NYJ,0.038,0.068,False,False
-1.0,IND,16,PIT,IND,24,28,True,False,4,PIT,0.13699999999999998,0.139,False,False
-6.0,NO,17,CAR,NO,33,7,False,False,26,NO,0.068,0.16,False,True
-4.5,GB,17,CHI,GB,35,16,False,False,19,GB,0.052000000000000005,0.149,False,True
-10.5,CLE,17,CLE,PIT,22,24,True,True,2,PIT,0.068,0.040999999999999995,False,False
-3.0,MIN,17,DET,MIN,37,35,False,False,2,DET,0.07400000000000001,0.107,False,False
-7.0,TEN,17,HOU,TEN,41,38,False,False,3,HOU,0.134,0.07,True,True
-15.5,IND,17,IND,JAX,14,28,True,True,14,JAX,0.139,0.04,False,False
-3.0,NE,17,NE,NYJ,14,28,True,True,14,NE,0.078,0.038,False,True
-1.5,DAL,17,NYG,DAL,19,23,True,False,4,NYG,0.039,0.08,False,False
-7.0,SEA,17,SF,SEA,26,23,False,False,3,SF,-0.01,0.142,False,False
-7.0,TB,17,TB,ATL,27,44,True,True,17,TB,0.14300000000000002,0.126,False,True
